Target,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
1,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23
1,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24
1,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24
1,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23
1,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24
1,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24
1,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22
1,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22
1,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21
1,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21
1,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2
1,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21
1,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19
1,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2
1,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21
1,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19
1,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2
1,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19
1,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19
1,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2
1,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2
1,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18
1,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21
1,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2
1,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21
1,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21
1,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21
1,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22
1,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22
1,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22
1,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22
1,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22
1,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22
1,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23
1,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23
1,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22
1,52.0,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,37.81,-122.23
1,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24
1,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24
1,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23
1,52.0,4.333333333333333,1.1387163561076605,918.0,1.9006211180124224,37.81,-122.24
1,52.0,5.074285714285714,0.96,360.0,2.057142857142857,37.8,-122.24
1,52.0,4.276639344262295,1.0450819672131149,1197.0,2.4528688524590163,37.8,-122.25
1,52.0,4.851351351351352,0.9691119691119691,1048.0,2.023166023166023,37.81,-122.24
1,46.0,4.326639892904953,1.1178045515394912,1373.0,1.8380187416331994,37.81,-122.25
1,42.0,4.059113300492611,1.0492610837438423,1715.0,1.6896551724137931,37.8,-122.25
1,43.0,3.2742382271468142,1.0969529085872576,1359.0,1.8822714681440442,37.8,-122.25
1,41.0,3.5617433414043584,1.1355932203389831,1062.0,2.5714285714285716,37.8,-122.25
1,29.0,3.1927554980595083,1.1177231565329884,1335.0,1.7270375161707632,37.8,-122.25
0,27.0,3.804195804195804,1.1468531468531469,1171.0,2.7296037296037294,37.79,-122.24
0,45.0,3.882608695652174,1.1434782608695653,1475.0,3.2065217391304346,37.79,-122.25
0,50.0,3.2091836734693877,0.9591836734693877,742.0,3.7857142857142856,37.79,-122.25
0,52.0,3.6887052341597797,1.0771349862258952,1086.0,2.9917355371900825,37.79,-122.25
0,36.0,3.0902394106813995,1.1160220994475138,1645.0,3.029465930018416,37.8,-122.25
0,43.0,3.639751552795031,1.0046583850931676,1710.0,2.6552795031055902,37.8,-122.25
0,52.0,4.368421052631579,1.0,731.0,3.206140350877193,37.8,-122.24
0,52.0,4.585014409221902,1.07492795389049,1118.0,3.2219020172910664,37.8,-122.24
0,52.0,4.7343283582089555,1.1880597014925374,1006.0,3.002985074626866,37.8,-122.24
1,47.0,3.693140794223827,1.0613718411552346,1213.0,2.1895306859205776,37.8,-122.24
0,52.0,4.638132295719845,1.1245136186770428,772.0,3.0038910505836576,37.8,-122.23
0,52.0,4.496259351620948,1.0473815461346634,1321.0,3.29426433915212,37.8,-122.24
1,49.0,4.192023633677991,1.106351550960118,1487.0,2.1964549483013296,37.8,-122.24
0,52.0,4.209677419354839,0.989247311827957,488.0,2.6236559139784945,37.8,-122.23
0,51.0,4.0561224489795915,1.0561224489795917,949.0,2.420918367346939,37.8,-122.23
0,50.0,4.20722891566265,1.1566265060240963,1149.0,2.7686746987951807,37.8,-122.23
0,52.0,4.4714285714285715,1.0678571428571428,844.0,3.0142857142857142,37.8,-122.23
0,43.0,4.844029244516653,1.091795288383428,4367.0,3.5475223395613322,37.79,-122.23
0,52.0,4.327669902912621,0.9587378640776699,1659.0,4.026699029126213,37.79,-122.23
0,30.0,3.7984790874524714,1.0038022813688212,1011.0,3.844106463878327,37.79,-122.23
0,39.0,3.776349614395887,1.1079691516709511,1464.0,3.763496143958869,37.79,-122.24
0,47.0,4.528052805280528,1.3036303630363035,1237.0,4.082508250825082,37.79,-122.24
0,52.0,4.011904761904762,1.0714285714285714,647.0,3.8511904761904763,37.79,-122.24
0,43.0,4.554621848739496,1.0532212885154062,1284.0,3.596638655462185,37.79,-122.24
0,51.0,3.1818181818181817,0.7818181818181819,228.0,4.1454545454545455,37.79,-122.25
0,39.0,3.747967479674797,1.048780487804878,381.0,3.097560975609756,37.79,-122.25
0,52.0,3.973568281938326,1.0440528634361232,846.0,3.7268722466960353,37.79,-122.25
0,20.0,3.510355029585799,1.1523668639053255,1659.0,2.4541420118343193,37.8,-122.26
0,52.0,2.8333333333333335,0.927536231884058,520.0,3.7681159420289854,37.77,-122.22
0,52.0,4.38996138996139,1.162162162162162,866.0,3.3436293436293436,37.77,-122.22
0,52.0,4.202185792349726,1.1256830601092895,612.0,3.3442622950819674,37.77,-122.23
0,52.0,3.746031746031746,1.1587301587301588,415.0,3.2936507936507935,37.78,-122.23
0,52.0,4.046948356807512,1.0093896713615023,994.0,4.666666666666667,37.78,-122.23
0,50.0,4.0251572327044025,1.1111111111111112,1525.0,3.19706498951782,37.78,-122.22
0,43.0,3.2420091324200913,1.0776255707762556,1506.0,3.4383561643835616,37.78,-122.23
0,52.0,3.8666666666666667,1.011764705882353,1008.0,3.9529411764705884,37.78,-122.23
0,44.0,3.1158455392809588,1.0985352862849533,2813.0,3.745672436750999,37.78,-122.23
0,48.0,4.944606413994169,1.154518950437318,1481.0,4.317784256559767,37.79,-122.23
0,49.0,5.365296803652968,0.9908675799086758,859.0,3.922374429223744,37.79,-122.23
0,37.0,4.479923518164436,1.0975143403441683,1608.0,3.074569789674952,37.79,-122.22
0,30.0,4.357142857142857,1.0357142857142858,425.0,3.0357142857142856,37.79,-122.23
0,40.0,5.054347826086956,1.0815217391304348,564.0,3.0652173913043477,37.79,-122.23
0,44.0,5.466911764705882,1.1544117647058822,961.0,3.5330882352941178,37.79,-122.22
1,52.0,4.998540145985402,1.0072992700729928,2273.0,3.318248175182482,37.79,-122.22
0,52.0,3.9076923076923076,0.9743589743589743,600.0,3.076923076923077,37.79,-122.21
0,46.0,4.489563567362429,1.0910815939278937,1647.0,3.1252371916508537,37.79,-122.22
0,49.0,4.306603773584905,1.0613207547169812,1201.0,2.832547169811321,37.79,-122.22
0,38.0,4.626707132018209,1.078907435508346,2167.0,3.2883156297420335,37.79,-122.22
0,29.0,4.823529411764706,1.1058823529411765,939.0,2.761764705882353,37.79,-122.2
0,47.0,5.284246575342466,1.0513698630136987,859.0,2.941780821917808,37.79,-122.21
0,34.0,4.5813953488372094,1.0794573643410852,1517.0,2.939922480620155,37.79,-122.21
0,35.0,4.520725388601036,1.0595854922279793,1143.0,2.961139896373057,37.79,-122.21
0,39.0,4.316810344827586,1.0775862068965518,1109.0,2.3900862068965516,37.8,-122.21
0,39.0,4.524663677130045,1.0022421524663676,1221.0,2.7376681614349776,37.8,-122.21
1,43.0,6.6923076923076925,1.0967032967032968,1115.0,2.4505494505494507,37.8,-122.2
1,52.0,5.772388059701493,1.0932835820895523,706.0,2.6343283582089554,37.8,-122.2
1,52.0,4.984419263456091,1.0070821529745042,1883.0,2.6671388101983005,37.8,-122.21
1,41.0,6.088235294117647,1.0411764705882354,804.0,2.364705882352941,37.8,-122.2
1,48.0,5.242063492063492,1.0436507936507937,506.0,2.007936507936508,37.8,-122.21
1,48.0,7.117647058823529,1.088235294117647,610.0,2.563025210084034,37.8,-122.19
1,46.0,5.837349397590361,1.0271084337349397,768.0,2.3132530120481927,37.8,-122.19
1,50.0,5.260869565217392,1.059782608695652,462.0,2.510869565217391,37.79,-122.19
1,40.0,4.51063829787234,1.0893617021276596,667.0,2.8382978723404255,37.79,-122.2
1,46.0,5.1152882205513786,1.0150375939849625,1059.0,2.654135338345865,37.8,-122.2
1,52.0,6.5451263537906135,0.9783393501805054,637.0,2.299638989169675,37.8,-122.19
1,45.0,5.986784140969163,0.9933920704845814,1106.0,2.436123348017621,37.79,-122.19
0,28.0,4.699551569506727,1.1375186846038865,1737.0,2.596412556053812,37.79,-122.19
0,35.0,4.62051282051282,1.176923076923077,1009.0,2.5871794871794873,37.79,-122.2
0,49.0,4.2,0.9285714285714286,737.0,3.5095238095238095,37.79,-122.2
0,44.0,3.30142566191446,0.9205702647657841,1354.0,2.7576374745417516,37.79,-122.2
0,45.0,4.462025316455696,1.1244725738396624,1530.0,3.2278481012658227,37.79,-122.21
0,45.0,4.210416666666666,1.1,1410.0,2.9375,37.79,-122.2
0,46.0,3.9349736379613356,0.8927943760984183,1390.0,2.4428822495606326,37.78,-122.21
0,52.0,5.4907063197026025,1.1152416356877324,1065.0,3.95910780669145,37.78,-122.21
0,52.0,4.310204081632653,0.9142857142857143,792.0,3.23265306122449,37.78,-122.21
0,49.0,3.6653061224489796,0.9959183673469387,779.0,3.179591836734694,37.78,-122.21
0,44.0,4.865573770491803,1.1639344262295082,2269.0,3.719672131147541,37.78,-122.22
0,43.0,4.181818181818182,1.1302211302211302,1227.0,3.0147420147420148,37.78,-122.21
0,47.0,3.6556016597510372,1.0290456431535269,753.0,3.12448132780083,37.78,-122.21
0,40.0,3.6592592592592594,0.8444444444444444,547.0,4.051851851851852,37.77,-122.22
0,50.0,4.036363636363636,1.075,1807.0,4.1068181818181815,37.78,-122.22
0,44.0,3.38989898989899,1.0383838383838384,1700.0,3.4343434343434343,37.78,-122.22
0,51.0,4.1653944020356235,1.178117048346056,1543.0,3.926208651399491,37.78,-122.22
0,52.0,4.733333333333333,1.0466666666666666,1085.0,3.6166666666666667,37.76,-122.21
0,52.0,4.313868613138686,1.2627737226277371,353.0,2.576642335766423,37.77,-122.21
0,52.0,5.0,1.0268456375838926,473.0,3.174496644295302,37.77,-122.21
0,49.0,4.703933747412008,1.031055900621118,1621.0,3.3561076604554865,37.77,-122.2
0,46.0,3.4858757062146895,1.0593220338983051,1183.0,3.34180790960452,37.77,-122.21
0,43.0,3.6714801444043323,1.184115523465704,836.0,3.0180505415162453,37.77,-122.21
0,42.0,3.543726235741445,0.9657794676806084,900.0,3.4220532319391634,37.77,-122.19
0,39.0,5.007448789571694,1.111731843575419,1888.0,3.515828677839851,37.77,-122.2
0,41.0,4.536656891495602,1.217008797653959,1024.0,3.002932551319648,37.77,-122.2
0,52.0,5.4373522458628845,1.0472813238770686,1225.0,2.895981087470449,37.78,-122.2
0,39.0,4.659574468085107,1.0611702127659575,1071.0,2.848404255319149,37.78,-122.2
0,50.0,4.939153439153439,1.066137566137566,1128.0,2.984126984126984,37.78,-122.2
0,43.0,5.020661157024794,1.037190082644628,1537.0,3.175619834710744,37.77,-122.2
0,44.0,4.399491094147582,1.0534351145038168,1240.0,3.1552162849872776,37.78,-122.21
0,52.0,6.107142857142857,1.0714285714285714,469.0,2.7916666666666665,37.78,-122.19
0,52.0,5.105882352941176,1.0070588235294118,1086.0,2.5552941176470587,37.77,-122.19
0,52.0,5.585131894484412,1.0671462829736211,1144.0,2.7434052757793763,37.77,-122.19
1,52.0,6.645333333333333,1.1066666666666667,1109.0,2.957333333333333,37.78,-122.19
0,52.0,5.956639566395664,1.075880758807588,984.0,2.6666666666666665,37.78,-122.19
1,33.0,3.021276595744681,0.6595744680851063,575.0,12.23404255319149,37.78,-122.18
1,49.0,5.660287081339713,0.9808612440191388,496.0,2.373205741626794,37.78,-122.19
1,52.0,5.631578947368421,1.0157894736842106,555.0,2.9210526315789473,37.78,-122.19
1,45.0,5.400611620795107,1.0152905198776758,869.0,2.6574923547400613,37.78,-122.2
1,39.0,5.820754716981132,0.8962264150943396,236.0,2.2264150943396226,37.79,-122.18
1,41.0,6.593457943925234,1.088785046728972,626.0,2.925233644859813,37.79,-122.18
1,46.0,6.410334346504559,1.1762917933130699,922.0,2.802431610942249,37.79,-122.18
1,47.0,4.80078125,0.94921875,582.0,2.2734375,37.79,-122.19
1,50.0,4.746268656716418,1.0796019900497513,546.0,2.716417910447761,37.79,-122.19
1,37.0,6.176691729323308,0.9849624060150376,620.0,2.330827067669173,37.81,-122.18
1,34.0,6.948717948717949,1.0,442.0,2.2666666666666666,37.8,-122.18
1,23.0,7.064024390243903,1.024390243902439,955.0,2.9115853658536586,37.8,-122.18
1,24.0,7.589506172839506,0.9783950617283951,916.0,2.8271604938271606,37.77,-122.13
1,22.0,6.528723945094052,1.0411794611082867,4985.0,2.5343162175902387,37.79,-122.16
0,42.0,5.707865168539326,0.9737827715355806,651.0,2.438202247191011,37.78,-122.17
0,30.0,4.731152204836415,1.0611664295874823,1704.0,2.4238975817923185,37.77,-122.17
0,43.0,4.877149877149877,1.0810810810810811,1085.0,2.6658476658476657,37.78,-122.18
0,50.0,5.78169014084507,1.1338028169014085,713.0,2.51056338028169,37.78,-122.18
0,49.0,4.933701657458563,0.9779005524861878,468.0,2.585635359116022,37.78,-122.17
0,52.0,5.396694214876033,1.0578512396694215,296.0,2.446280991735537,37.78,-122.17
0,47.0,5.761467889908257,0.9954128440366973,570.0,2.614678899082569,37.77,-122.16
0,48.0,5.427777777777778,1.0777777777777777,446.0,2.477777777777778,37.77,-122.16
1,45.0,6.052083333333333,1.0338541666666667,968.0,2.5208333333333335,37.77,-122.16
0,39.0,5.0094936708860756,1.1044303797468353,857.0,2.712025316455696,37.77,-122.16
0,39.0,5.0062111801242235,1.062111801242236,912.0,2.8322981366459627,37.77,-122.17
0,31.0,5.3628318584070795,1.1792035398230087,1360.0,3.0088495575221237,37.77,-122.17
0,41.0,4.490140845070423,1.0338028169014084,1074.0,3.0253521126760563,37.76,-122.17
0,47.0,5.544502617801047,1.081151832460733,965.0,2.526178010471204,37.76,-122.17
0,37.0,4.921875,1.11875,933.0,2.915625,37.76,-122.18
0,38.0,4.983050847457627,1.1214689265536724,987.0,2.788135593220339,37.76,-122.17
0,50.0,4.82520325203252,1.0609756097560976,907.0,3.686991869918699,37.76,-122.18
0,52.0,4.569696969696969,1.0606060606060606,447.0,2.709090909090909,37.76,-122.18
0,49.0,5.117516629711751,1.0022172949002217,1299.0,2.8802660753880267,37.76,-122.18
0,27.0,5.789808917197452,1.5031847133757963,396.0,2.522292993630573,37.77,-122.18
0,42.0,4.402985074626866,0.9589552238805971,877.0,3.2723880597014925,37.77,-122.18
0,43.0,5.498637602179836,1.111716621253406,1111.0,3.02724795640327,37.76,-122.18
0,49.0,5.08550185873606,1.0483271375464684,790.0,2.936802973977695,37.76,-122.19
0,52.0,4.953068592057762,0.9873646209386282,1479.0,2.6696750902527078,37.77,-122.18
0,51.0,4.810502283105023,1.0753424657534247,1173.0,2.6780821917808217,37.77,-122.18
0,52.0,4.775956284153006,0.9890710382513661,1029.0,2.8114754098360657,37.77,-122.18
0,52.0,5.782857142857143,1.1171428571428572,1030.0,2.942857142857143,37.76,-122.19
0,47.0,4.0,0.9283154121863799,826.0,2.960573476702509,37.76,-122.2
